text,class
gabani,author
coleman,author
lenbach (a.),author
"aquarelles - dessins
gouaches - pastels",category
"aubry (etienne) versailles, 1745 + 1781",author
"blaren berghe (henri-desire van)
lille, 1734 + versailles, 1812.",author
"cochin (charles-nicolasparis, 1715 + paris, 1790.",author
"eisen (charles-dominique-josephvalenciennes, 1720 + bruxelles, 1778.",author
la tour (attribue a maurice quentin de,author
la tour (ecole de maurice quentin de,author
"taunay (nicolas-antoine)
paris, 1755 + paris, 1830.",author
"wille (pierre-alexandreparis, 1748 + paris, 1821.",author
"de marne (jean-louis)
bruxelles, 1754 + paris, 1829",author
"desportes (francois) champigneulles, 1661 + paris, 1743",author
"lontherbourg (philippe-jacquesstrasbourg, 1740 + londres, 1813.",author
chazall,author
ravier (francois-joseph,author
caillebotte (gustave,author
augustin (attribue a,author
bassano,author
"attribue a leandro da ponie., dit le",author
bout (attribues a pieter,author
canaletto (style de,author
"charpentier (jean-baptiste)
1726 - 1808",author
coninxloo (attribue a,author
isenbrandt (ecole de,author
perugin (d'apres,author
rosso (ecole de,author
vien,author
chardin (ecole de,author
assiste de m. l. giraud-badin,noise
auteurs anciens,category
charles baudelaire,author
"[oscar de vallee, avocat general aupres de la cour d'appelauteur, des manieurs d'argent].",noise
"ch.
baudelaide
22d",author
c.b,noise
adiez cher mdame in,noise
auteurs de 1800 a 1850,category
agoult (comtesse d'). - voir : stern (daniel),author
de,noise
rocar,author
nh,noise
ndeg 346,noise
(euvre qui forme un important complement aux chatiments.),noise
"auteurs de 1800 a 1850
119",category
auteurs de 1850 a 1870,category
"auteurs de 1850 a 1870
135",category
ndeg 499,noise
"w
auteurs de 1870 a nos jours",category
moderne,noise
a mo anatole,author
am. francois coppee,author
bommade de profonde oh,noise
46 avril 1896,noise
"bel-ami
ndeg 611.",noise
auteurs de 1870 a nos jours,category
jeudi 15 juin 1939,noise
vendredi 16 juin 1939.,noise
"albani (ecole de francesco, dit l'albane)",author
boilly (ecole de louis-leopold,author
ecole genoise (fin du xviiie-debut du xixe siecle),ecole
lantara (attribues a simon-mathurin),author
"nuzzi (genre de mario, dit mario da fiori)",author
ravesteyn (ecole de jan-anthonisz van),author
"spaendonck (cornelis van)
telbourg, 1756 | paris, 1840.",author
de troy (ecole de francois,author
"boites - miniatures
objets varies",category
bois sculptes glaces - paravent,category
"meubles
i",category
metaux et emaux cloisonnes,category
boites - miniatures - eventails,category
"sculptures - glaces - ecran
grille en fer forge",category
etoffes - tapis - tapisseries anciennes,category
ecole hollandaise (xyro siecle),ecole
"porcelaines et faiences
i",category
deux etuis a tabac en jade.,noise
"couscous
cous cous cous cous
cous cous
cous
cous cous cous concos",noise
tableaux - gouaches,category
ecole francaise (18e siecle,ecole
ecole francaise (fin xviiie sicle),ecole
"1
i
ivoires - sculptures",category
"objets de vitrine - objets divers
i",category
tapis d'orient - tapisserie,category
brower (genre d'adrien,author
ecole genoise,ecole
ecole de l'italie centrale (fin du xve siecle,author
van loo (attribue a l.-m.),author
"pillement (jean) lyon, 1727-lyon, 1808",author
west (attribue a benjamina,author
"argenterie - ceramique
objets varies",category
"a
j. mene (attribue a",author
"tapis d'aubusson
tapis d'orient",category
decoration murale,category
"collection de madame l...
.
.",category
porcelaines montees objets de vitrine - argenterie,category
glace - ecran - meubles,category
objets divers - argenterie,category
greuze (attribue a j.-b.a,author
"dinanderie objets en cuivre ou metal
etains",category
camees - intailles,category
montres - chatelaines,category
cannes,category
ceramique de chine,category
salle ndeg 8 : mardi 28 mars a 2 heures,noise
civers,category
"bronzes et metaux divers
he",category
bois sculptes - lacues meubles et paravents,category
peintures et paravents,category
"terres cuites - bois sculptes
grilles en fer forge",category
meubles - vitrine,category
nutter (william,author
ward (william,author
george (l.,author
dentelles anciennes,category
objets d'art et de curiosite,category
"meubles et sieges
i",category
"-
pierres diverses",category
turquoises,category
autographes documents manuscrits,category
autographes. documents manuscrits,category
dessins de l'ecole francaise du xixdeg siecle,tbd
ecole francaise (xixdeg siecle) (suite),ecole
ecole francaise (xixe siecle) (suite),ecole
ecole francaise (xix(r) siecle) (suite),ecole
ecole francaise (xixdeg siecle) (suite,ecole
atelier d'albert braut,author
orfevrerie ancienne,category
"aquarelles - dessins
tableaux",category
cagniart,author
duez (e.,author
guiart,author
malivoire (p.,author
malivoire,author
lalanne,author
roullet (gaston,author
andre (e.,author
jourdain (rogeri,author
poirson,author
sauzay,author
"andreani (a.), etc",author
beatrizet (nicolas,author
beham (h. sebald,author
blooteling (abraham,author
bosse (abraham,author
"burgmaier, duhamel, maitre a. t., pencz, etc.",author
cranach (l.,author
durer (d'apres a,author
firens (pierre,author
gaultier (leonard,author
gellee (claude) (suite,author
hooghe (r. de,author
huret (g.,author
lenfant (j.,author
leu (thomas de,author
livens (jean,author
ostade (a. van),author
ostade (a. van) (suite,author
raimondi (m.-a.),author
rembrandt (harmensz van rhyn,author
rembrandt (suite,author
robetta (c),author
schongauer (martin,author
vischer (corneille,author
bracquemond (f.) (suite,author
charlet (n.-t.),author
daumier (h.) et divers,author
fantin latour (t.,author
gavarni et de beaumont,author
goya (f.,author
haden (seymour,author
meryon (c.,author
meryon (c.) (suite,author
millet (par ou d'apres j.-f.),author
"catalogue
des",category
- etiolles - france - la d'- paris - saint-cloud - sevres -,noise
a decor de feuilles camaieu,noise
the et du cafe au musee,category
spherique decoree de rosaces en,category
tonnelet,noise
en bleu,noise
au marli.,author
"collection louis sheid, 22-23 novembre 1933, ndeg 125.
a piedouche. decor de lambrequins, godrons",category
", a cotes",noise
", tangara vert",noise
boissette,author
bourg-la-reine,author
bouquets fleuris et nouds,category
et or.,category
. decor,category
"tonnelet, a",noise
la reproduction,noise
est,category
forme de fruit,noise
"le jeudi 15 juin, hotel drouot, salle ndeg 10",noise
monnaies d'or de louis xv,category
"type"" aux lunettes",noise
"type"" au bandeau",noise
alix (p.,author
avril (j.-j.,author
baudouin (p.-a.) d'apres,author
borel (a.) d'apres,author
carrosserie (gravures relatives a la),category
cheveau,author
darcis (l.,author
mixelle (j.-m.,author
"aquarelles - dessins - gouaches
pastels anciens et modernes
boucher (ecole de francois)
deux pendants",tbd
carassi (antoine,author
"couvelet (jean-baptistecharleville, 1772 + mezieres, 1832",author
couvelet (jean-baptiste),author
"delort (charles)
nimes, 1841 + saint-eugene, 1895",author
"dutailly (lyon xviii-xixe siecles)
pendant du suivant",author
dutailly pendant du precedent,author
"ecole francaise
pendant du suivant",ecole
ecole francaise pendant du precedent,ecole
"ecole francaise
(debut du xixe siecle",ecole
"habermann
(xviiie siecle)",author
"landerset (joseph) ne a fribourg + fribourg, 1824
pendant du suivant",author
landerset (josephpendant du precedent,author
"millet (frederic) charlieu, 1786 + paris, 1859",author
"monnet (attribue a charles) paris, 1732 + paris, vers 1808",author
"noel (alexandre-jean) brie-comte-robert, 1732 + paris, 1834",author
"percier et fontaine
(attribues a)",author
"prieur
attribue a francois-louis",author
"robert-fleury (tony)
paris, 1838 + paris, 1912.",author
(attribuee a mlle adele romance),author
"sergent (antoine-louis-francoischartres, 1751 + vers 1817",author
"trinquesse (louis-r.)
pendant du suivant",author
trinquesse (louis-r.pendant du precedent,author
"vinkeles (reinier) amsterdam, 1741 + amsterdam, 1816
deux pendants",author
bernaert (j.),author
"(xviiie siecle)
pendant du suivant",noise
bernaert (j.) pendant du precedent,author
"bertaux (jacques) (arcis-sur-aube, xviii-xixe siecles)
pendant du suivant",author
"bertaux (jacques)
pendant du precedent",author
"berthelemy (jean-simon)
laon, 1743 + paris, 1811",author
charmaison (raymond),author
"charpentier attribue a jean-baptisteparis, 1728 + paris, 1806",author
eisen (ecole d'),author
"gauthier d'agoty
(attribue a jacques-fabien)",author
"leprince (attribue a jean-baptiste)
pendant du suivant",author
"leprince attribue a jean-baptiste)
pendant du precedent",author
"regnault (jean-baptiste, baron)
paris, 1754 + paris, 1829",author
"tournieres (robert-levrac)
ifs, 1668 + caen, 1752",author
"wille (attribue a pierre-alexandre)
pendant du suivant",author
(attribue a pierre-alexandrependant du precedent,author
"ivoires boites, rapes a tabac couteaux et fourchettes",category
orfevrerie de paris,category
regie d'hubert louvet,author
regie d'antoine leschaudel,author
regie de julien berthe,author
regie d'eloy brichard,author
regie de jean-jacques prevost,author
regie de julien alaterre,author
regie de jean-baptiste fouache,author
regies d'henri clavel,author
regie de kalandrin,author
orfevrerie de province,category
orfevrerie etrangere,category
"orfevrerie francaise
depuis la revolution",category
breloquets et breloques,category
"boites, etuis, necessaires",category
"objets de vitrine couteaux, ciseaux, de
porte-plume, bagues",category
l'albane (attribue a,author
bakkhuysen (attribue a),author
constable (genre denre,author
corona (l.,author
mignard (ecole de p.),author
monnet (c.,author
vernet (attribue a c.,author
vernet (attribue a h.,author
watteau (suite de a.,author
bois sculptes - sculptures,category
tapisseries - broderies,category
argenterie (suite,category
"arelles et dessins
(xvii et xviiideg siecles)",category
"barbieri (giovanni frane
barbieri (giovanni-francesco, dit il guercino)
cento, 1591 + bologne, 1666",author
"bourgeois (florent-fidele-constantguiscard, 1767 t apres 1836",author
"coypel (charles)
paris, 1694 + 1752",author
"devosge (francois)
gray, 17327 1811",author
"dusart (cornelishaarlem, 1660 +1704",author
ecole flamande (fin du xvideg siecle),ecole
"eisen (charles-dominique) valenciennes, 1720 + bruxelles, 1778",author
"fragonard (honoregrasse, 1732 + paris, 1806",author
"jordaens (jacob)
anvers, 1593 + 1678",author
"muntz (j.-h.) ecole allemande, travaillait 1769-1776",author
"naudet (thomas-charlesparis, 1775 + 1810",author
neustrie (m.),author
"nicolle (victor-jeanparis, 1754 + 1826",author
"oudry (jean-baptiste)
paris, 1686 + 1755",author
"ozanne (pierre)
brest, 1737 + 1813",author
"pater (jean-baptiste) valenciennes, 1695 + paris, 1736",author
"robert (hubertparis, 1733 + 1808",author
"watteau (antoine)
valenciennes, 1684 +nogent, 1721",author
"pastels - aquarelles et dessins modernes
(xixdeg et xxdeg siecles)",category
"bonington (richard-parkes )
arnold, 1801 | londres, 1828",author
"bonvin (francois) paris, 1817 | saint-germain-en-laye, 1887",author
"boudin (eugene-louishonfleur, 1825 + paris, 1908",author
boudin (eugene-louis,author
"calbet (antoine)
engayrac, 1860 + ....",author
"daubigny (edme-francois)
paris, 1789 + 1843",author
"daumier (honore) marseille, 1808 + valmondois, 1879",author
"decamps (gabriel-alexandreparis, 1803 + fontainebleau, 1860",author
"delacroix (eugene) charenton, 1798 + paris, 1863",author
"deveria (achille)
paris, 1805 + 1857",author
"dubourg (mme fantin-latour, nee victoriaparis, 1840 + bure, 1926",author
"fantin-latour (henrigrenoble, 1836 + bure, 1902",author
fantin-latour (henri,author
"fielding (newton)
+ 1856",author
"guys (constantin) flessingue, 1805 + paris, 1892",author
"harpignies (henri) valenciennes, 1819 + saint-prive, 1916",author
"hebert (antoine-auguste-ernest)
grenoble, 1817 1908",author
"hervier (louis-adolpheparis, 1821 - 1879",author
"ingres (jean-auguste-dominiquemontauban, 1780 + paris, 1867",author
"jongkind (johan-barthold) latrop, 1819 + cote-saint-andre, 1891",author
jongkind (johan-barthold,author
"lami (eugeneparis, 1800 + 1890",author
"laprade (pierre)
narbonne, 1875 + paris, 1937",author
"lepere (auguste-louisparis, 1849 + domme, 1918",author
"meissonier (jean-louis-ernestlyon, 1815 + paris, 1891",author
"pissarro (camille) ile saint-thomas, 1830 + paris, 1903",author
"puvis de chavannes (pierre-paul)
lyon, 1824 + paris, 1898",author
"sisley (alfred) paris, 1840 + moret, 1899",author
"tassaert (octaveparis, 1800 + 1874",author
"veyrassat (jules-jacques)
paris, 1828 + 1893",author
"boudin (eugene)
1824 + 1898",author
canella (g.1788 + 1847,author
carriere (eugene1849 + 1906,author
"corot (j.-b.-c.)
1796 + 1875",author
courbet (gustave18197 1877,author
daubigny (charles1817 + 1878,author
diaz (narcisse1807 + 1876,author
dupre (victor1816 + 1879,author
"fantin-latour
1836 + 1904",author
"harpignies (henri)
1819 + 1916",author
"henner (j.-j.)
1829 + 1905",author
jongkind (j.-b.18197 1891,author
lebourg (albert1849 + 1928,author
monticelli (adolphe1824 + 1886,author
ouvrie (justin1806 + 1879,author
van marcke (emile1827 + 1890,author
"veyrassat
1828 + 1893",author
vignon (victor1847 + 1909,author
"baudewyns (adrien-franzbruxelles, 1664 + bruxelles, 1711",author
blarenberghe (attribue a),author
bol (attribue a,author
"brueghel (jean, dit de velours)
bruxelles, 1568 + anvers, 1625",author
"et van balen anvers, 1575 + anvers, 1632",author
"et vinckeboons malines, 1578 + amsterdam, 1629",author
"canella (giuseppe) verone, 1788 + florence, 1847",author
"caresme (jacques-philippeparis, 1734 + 1796",author
"demarne (jean-louis) bruxelles, 1744+ paris, 1829",author
"demay (jean-francois)
ne en 1798",author
"denner (balthazar)
altona, 1685 + rostock, 1749",author
"dusart (cornelis) haarlem, 1660 + haarlem, 1704",author
ecole espagnole (fin du xviiideg siecle),ecole
ecole flamande (fin du xvio siecle,ecole
hilaire (attribue a,author
joardens (attribue a,author
"lallemand (jean-baptiste)
dijon, 1710 + paris, 1805",author
"meulen (adam frans van der)
bruxelles, 1632 f paris, 1690",author
mignard (attribue a,author
"moreau (louis) paris, 1740 + paris, 1806",author
"netscher (gaspar) heidelberg, 1639 + la haye, 1684",author
"pilsen (franzgand, 1676 + 1744",author
"prud'hon (pierre) cluny, 1758 + paris, 1823",author
rubens (attribue a peter-paul),author
"ruysdael (jacob)
haarlem, 1625 +1682",author
scovaerts (attribue a,author
"spaendonck cornelis van)
telburg, 1756 | paris, 1822",author
"swebach (dit fontaine)
metz, 1759 + paris, 1823",author
teniers (attribue a,author
"velde (adriaen van der) amsterdam, 1636 + amsterdam, 1672",author
"vernet (claude-josephavignon, 1714+ paris, 1789",author
"vernet (claude-josephavignon, 1714 + paris, 1789",author
"volaire (le chevalier jacques1735 + naples, 1820",author
"vouet (simon) paris, 1590 + paris, 1649",author
"wouwerman (peter) haarlem, 1623 + amsterdam, 1682",author
dessin tableaux,category
breydel le cavalier karel),author
j.-b. mallet (attribue a,author
rambrandt (genre de,author
swebach (ecole des),author
van des pel (attribue a,author
barye (ecole de,author
"coffret en ivoire
art persan - xive siecle",category
"argenterie
etains",category
"pendules - bronzes
objets divers cadres - glaces",category
1939,noise
2e partie,noise
3e partie,noise
"porcelaines etrangeres
du xviii"" siecle",category
alcora,author
ansbach,author
berlin,category
frankenthal,author
hochst,author
compagnie des indes,category
la haye,author
loosdrecht,author
louisbourg,author
nymphenbourg,category
tournai,author
